index,IT_job_criteria,Is_Programmer/System Developer/Software Engineer,Is_Full Stack Developer,Is_Data Analyst,Is_BI Developer,Is_Data Scientist,Is_IoT Engineer,Is_QA Engineer,Is_System Analyst,Is_Backend Developer,Is_Mobile Developer,Is_IT Support,Is_Project Manager,Is_System Engineer,Is_Database Administrator,Is_Business Analyst,Is_Front-End Developer,Is_System Administrator,Is_Data Engineer,Is_AI Engineer,Is_DevOps Engineer,Is_SAP Specialist,Is_Solution Architect,Is_Scrum Master,Is_Product manager/Owner,Is_Cloud Engineer,Is_Security Analyst,Is_IT Solution Consultant,Is_Presales Engineer,Is_Network Engineer/Senior Network Engineer,Is_bachelor,Is_Master,IS_PhD,is_missing,Degree_1,Degree_2,Is_CS,Is_CPE,IS_IT,Is_MIS,Is_EE,Is_Data Science,Is_Mathematics,Is_Statistics,Is_Finance,Is_Accounting,Is_Information Systems,Is_Business Management,Is_Engineering,Is_Software Engineering,Is_Business Administration,Is_Business Technology,Is_Technology,Is_Network,Is_Software Development,Is_Business Computer,Is_Electronic Engineering,Is_Mechatronics,Is_Cybersecurity,Is_Actuarial Science,Is_Data Engineering,Is_Telecommunication Engineering,Is_Economics,Is_Marketing,Is_Science & Technology,Is_Mechanical Engineering,Is_Computer,Is_Management,Is_Business analytics,Is_Data Analytics,Is_Industrial Engineering,Is_Manufacturing Engineering,Is_Artificial Intelligence,Is_Data Mining,Is_Supply Chain,Is_Accounting Information System,Is_Information Management,Is_Physics,Is_Science,Is_missing,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Job_year_experience,Company_name,Is_C#,IS_JAVA,Is_Python,Is_JS,Is_C++,Is_R,Is_C,Is_VB,Is_COBOL,Is_TypeScript,Is_HTML,Is_CSS,Is_Golang,Is_Node.js,Is_VB.NET,Is_PHP,Is_JavaScript(ES6),Is_Ruby,Is_RPG,Is_Kotlin,Is_Dart,Is_Scala,Is_C#.NET,Is_HTML5,Is_Swift,Is_Embedded C,Is_Objective-C,Is_JavaScript (ES6+),Is_CSS3,Is_Bash,Is_PowerShell,Is_Sass,Is_Less,Is_XML,Is_TypeScript 4+,Is_VBA,Is_Rust,Is_JSP,Is_Apex,Is_Servlet,Is_SAS,Is_Missing,Programing_language,Programing_language_1,Programing_language_2,Programing_language_3,Programing_language_4,Programing_language_5,Programing_language_6,Programing_language_7,Is_Spring_Boot,Is_Angular,Is_ASP.NET Core,Is_.NET,Is_React,Is_Vue.js,Is_Next.js,Is_Node.js,Is_Express.js,Is_SAP_CAP,Is_Kafka,Is_Laravel,Is_NumPy,Is_Pandas,Is_TensorFlow,Is_PyTorch,Is_Scikit-learn,Is_Nest.js,Is_Flutter,Is_Nuxt.js,Is_Hibernate,Is_Android_Jetpack,Is_Robot_Framework,Is_Flask,Is_Matplotlib,Is_LangChain,Is_LangGraph,Is_Zend,Is_AngularJS,Is_Angular 16+,Is_Bootstrap,"Is_ASP.NET_MVC
",Is_Cypress,Is_WPF,Is_VB.Net,Is_TailwindCSS,Is_XGBoost,Is_Selenium,Is_Swagger,Is_jQuery,Is_Playwright,Is_JMeter,Is_k6,Is_Apache_Spark,Is_Hadoop,Is_UiPath,Is_Hive,Is_Entity_Framework,Is_XML,Is_React_Native,Is_JBehave,Is_Oracle_EBS,Is_Oracle_Forms,Is_FastAPI,Is_Xamarin,Is_GetX,Is_Apache_Nifi,Is_Django,Is_Django_REST_framework,Is_Codeigniter,Is_AJAX,Is_Svelte,Is_Pyspark,Is_ASP.NET Core MVC,Is_Flux,Is_Koa,Is_Webpack,Is_Ant_Design,Is_Slim,Is_Spring,Is_Struts2,Is_Cloudera,Is_Storm,Is_MapReduce,Is_Svelte_Kit,Is_Java_Spring,Is_Vue.js_2,Is_Angular_14+,Is_Powerbuilder,Is_Nx,Is_Gin,Is_ASP.NET,Is_Visual_Studio.Net,Is_Missing,Is_Frontend_Framwork,Is_Backend_Frameworks ,Is_Data_Science / ML,Is_Big_Data,Is_Testing / QA,Is_Dev_Tool,Is_Mobile_Development,Is_Others / Legacy / Specific Tools ,Is_Missing,Programming_framework_1,Programming_framework_2,Programming_framework_3,Programming_framework_4,Programming_framework_5,Programming_framework_6,Programming_framework_7,Programming_framework_8,Programming_framework_9,Is_SQL,Is_MySQL,Is_PostgreSQL,Is_MongoDB,Is_SQL_Server,Is_PL/SQL,Is_Oracle,Is_AS400,Is_InfluxDB,Is_DB2,Is_Redis,Is_NoSQL,Is_MariaDB,Is_ArangoDB,Is_Firebase,Is_ElasticSearch,Is_RDBMS,Is_SQLite,Is_Realm,Is_BigQuery,Is_HIve_SQL,Is_Cassandra,Is_informix,Is_Talend,Is_Missing,DB_Skill,DB_Skill_1,DB_Skill_2,DB_Skill_3,DB_Skill_4,DB_Skill_5,Is_Git,Is_GitHub,Is_GitLab,Is_BitBucket,Is_Gitflow,Is_Missing,Code_management_skill,Code_management_skill_1,Code_management_skill_2,Code_management_skill_3,Programming Related,AI/ML-Related,DataAnalytic-Related,Web-Tech Related,System Operational,Network-security Related,Cloud Related,QA-Related,Banking,Business/Finance-Knowledge Related,Project Management-Skill,Data science,SAP-related,Interface Desgin,Gaming/3D design,HR-Related,HealthCare,Hardware-Iot,Law-related,Other,Is_Missing,Specialist_skills,Specialist_skill_1,Specialist_skill_2,Specialist_skill_3,Specialist_skill_4,Specialist_skill_5,Specialist_skill_6,Specialist_skill_7,Specialist_skill_8,Specialist_skill_9,Specialist_skill_10,Specialist_skill_11,Specialist_skill_12,Specialist_skill_13,Specialist_skill_14,Specialist_skill_15,Specialist_skill_16,Specialist_skill_17,Specialist_skill_18,Specialist_skill_19,Specialist_skill_20,Specialist_skill_21,Is_PMP,Is_CCNA,Is_MCSA,Is_MCSE,Is_NCA,Is_VCP,Is_Linux+,Is_ServiceNow_CSA,Is_ITSM_certifications,Is_CSM_certifications,Is_TSM_certifications,Is_ISTQB_Agile_Tester,Is_NSE4,Is_NSE5,Is_CCNP,Is_Arista_ACE,Is_Network+,Is_Security+,Is_PMI_ACP,Is_AZ-104,Is_AWS Certified_DevOps_Engineer,Is_Azure_DevOps_Engineer_Expert,Is_Missing,Is_Network_Related,Is_Cloud_Related,Is_System_operation,Is_Microsoft,Is_Finance_Business,Is_Project_Mgmt,Is_Missing,IT_Certificate_1,IT_Certificate_2,IT_Certificate_3,IT_Certificate_4,IT_Certificate_5,IT_Certificate_6,IT_Certificate_7,English_profiency,Non_English_proficency,Is_Thai,Is_Japanese,Is_Korean,Non_English_lang,Non_English_lang_{i},Is_TOEIC,Is_IELTS,Is_TOEFL_iBT,Is_missing,English_test,English_test_score,Non_English_Test_score,Is_JLPT,Non_English_Test_{i},Non_English_Test_score_{i},Company_salary,ism_tech_salary,Selected_Salary,Salary_with_Noise,Salary_Scaled,,,Remarks,,,,,,,,,,,,,,
234,QA Engineer/Software Tester,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Computer Engineering,,,,,3,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Selenium,Robot Framework,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Automation Testing,Web Application Testing,Mobile Testing,API Testing,Performance Testing,Agile,SDLC,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,1,0,0,0,TOEIC,550,,0,,,35000,60000,35000,34863,-0.504085082,https://th.jobsdb.com/job/84783999?type=standard&ref=search-standalone#sol=e5320e1ec247db5a4aa73303d8057cc389be505c,,,,,,,4,BitBucket,Economic,,,,,,,
235,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Computer Engineering,Information Technology,,,,5,JAC Recruitment Thailand,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,C#,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.NET,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,MNC,Data intelligence project,Finance,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,0,,,50000,70000,50000,47500,-0.031736045,https://th.jobsdb.com/job/85221838?type=standard&ref=search-standalone#sol=c73559a375e164647f5f4ab8db3390b4f8eca177,,,,,,,5,Gitflow,business administration,,,,,,,
236,Front-End Developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,"Invitrace Co., Ltd.",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTML,CSS,JS,TypeScript,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,React Native,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Firebase,,,,,,0,1,1,0,0,0,,GitHub,GitLab,,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,REST API,OAuth,JWT,Mobile security,CICD,GraphQL,Google Analytics (GA),Unit Testing,Agile,Micro-frontend,Health tech,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,55000,60000,55000,53041,0.175376879,https://th.jobsdb.com/job/84384535?type=standard&ref=search-standalone#sol=1d865a4ad719e1382b74f89ab97d97f08cac1614,,,,,,,,,,,,,,,,
237,Front-End Developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,5,"Invitrace Co., Ltd.",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTML,CSS,JS,TypeScript,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,React Native,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Firebase,,,,,,0,1,1,0,0,0,,GitHub,GitLab,,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,REST API,OAuth,JWT,Mobile security,CICD,GraphQL,Google Analytics (GA),Unit Testing,Agile,Micro-frontend,Health tech,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,80000,80000,80000,76000,1.033544289,https://th.jobsdb.com/job/84384535?type=standard&ref=search-standalone#sol=1d865a4ad719e1382b74f89ab97d97f08cac1614,,,,,,,,,,,,,,,,
238,QA Engineer/Software Tester,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,"TecAlliance (Thailand) Co.,Ltd.",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,Java,TypeScript,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Selenium,JBehave,XML,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Black-box testing,White-box testing,Smoke testing,Regression Testing,Integration Test,load testing,performance testing,Automation Testing,Azure DevOps,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ISTQB Agile Tester,,,,,,,1,,0,0,0,,,0,0,0,1,,,,0,,,45000,60000,45000,44792,-0.132956365,https://th.jobsdb.com/job/84849902?type=standard&ref=search-standalone#sol=b228d55675c7f1f20ee3f83fefda4dadc0db6f31,,,,,,,1,PMP,,,,,,,,
239,Project Manager,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,JAC Recruitment Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IT implementation,Workflow,Cybersecurity,Networking,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,58000,45000,58000,59264,0.407981775,https://th.jobsdb.com/job/85367087?type=standard&ref=search-standalone#sol=2ef9d814b20413cd11ddf8c7634278402edc052d,,Agency,,,,,2,CCNA,,,,,,,,
240,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,Information Technology,,,,3,JAC Recruitment Thailand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.NET,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL Server,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Finance,Leasing,SDLC,Agile,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,40000,60000,40000,40941,-0.276900034,https://th.jobsdb.com/job/85042525?type=standard&ref=search-standalone#sol=d952d4e6ed8d0a6d43fa27f625a96e81296569e7,,Agency,,,,,3,MCSA,,,,,,,,
241,System Engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,,,,,3,"SHARP SPACE CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OpenStack,Kubernetes,Proxmox,VMware,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,0,,,18000,55000,18000,18082,-1.131329619,https://www.jobtopgun.com/th/job/284058/4,,,,,,,4,MCSE,,,,,,,,
242,System Engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,,,,,5,"SHARP SPACE CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OpenStack,Kubernetes,Proxmox,VMware,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,0,,,30000,80000,30000,28500,-0.741922934,https://www.jobtopgun.com/th/job/284058/4,,,,,,,5,NCA,,,,,,,,
243,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,"PA & CA RECRUITMENT CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI Solution,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,1,0,1,0,Japanese,,0,0,0,1,,,,0,,,30000,<120000,30000,29350,-0.710151415,https://www.jobtopgun.com/th/job/246/14875,,,,,,,6,VCP,,,,,,,,
244,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,10,"PA & CA RECRUITMENT CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI Solution,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,1,0,1,0,Japanese,,0,0,0,1,,,,0,,,50000,160000,50000,47861,-0.018242494,https://www.jobtopgun.com/th/job/246/14875,,,,,,,7,Linux+,,,,,,,,
245,Data Analyst,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,2,EUROPEAN FOOD PUBLIC COMPANY LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,0,0,0,0,0,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Power BI,Data Warehouse,ERP,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,40000,45000,40000,38000,-0.386829489,https://www.jobtopgun.com/th/job/21751/46,,,,,,,8,ServiceNow CSA,,,,,,,,
